@attribute SRC_ADD string
@attribute DES_ADD string
@attribute PKT_ID numeric
@attribute FROM_NODE numeric
@attribute TO_NODE numeric
@attribute PKT_TYPE {tcp,ack,cbr,ping}
@attribute PKT_SIZE numeric
@attribute FLAGS {-------,---A---}
@attribute FID numeric
@attribute SEQ_NUMBER numeric
@attribute NUMBER_OF_PKT numeric
@attribute NUMBER_OF_BYTE numeric
@attribute NODE_NAME_FROM {Switch1,Router,server1,router,clien-4,client-2,Switch2,client-5,clien-9,clien-2,clien-1,clien-14,clien-5,clien-11,clien-13,clien-0,switch1,client-4,clienthttp,clien-7,clien-19,client-14,clien-12,clien-8,clien-15,webserverlistin,client-18,client-1,switch2,clien-6,client-10,client-7,webcache,clien-10,client-15,clien-3,client-17,client-16,clien-17,clien-18,client-12,client-8,client-0,clien-16,client-13,client-11,client-6,client-3,client-9,client-19,http_client}
@attribute NODE_NAME_TO {Router,server1,Switch2,Switch1,clien-1,clien-5,clien-7,switch1,clien-11,clien-15,clien-13,clien-3,clien-9,clien-6,router,clien-4,clien-14,switch2,clien-8,clienthttp,webcache,clien-10,clien-12,webserverlistin,clien-0,clien-2,http_client,client-13,client-9,client-1,client-19,client-4,client-17,client-7,client-3,client-12,client-2,clien-18,client-16,clien-17,client-0,clien-16,client-18,client-5,client-11,client-14,client-8,client-6,client-10,clien-19,client-15}
@attribute PKT_IN numeric
@attribute PKT_OUT numeric
@attribute PKT_R numeric
@attribute PKT_DELAY_NODE numeric
@attribute PKT_RATE numeric
@attribute BYTE_RATE numeric
@attribute PKT_AVG_SIZE numeric
@attribute UTILIZATION numeric
@attribute PKT_DELAY numeric
@attribute PKT_SEND_TIME numeric
@attribute PKT_RESEVED_TIME numeric
@attribute FIRST_PKT_SENT numeric
@attribute LAST_PKT_RESEVED numeric
@attribute PKT_CLASS {Normal,UDP-Flood,Smurf,SIDDOS,HTTP-FLOOD}

@data
10,24.1,197381,23,24,tcp,1540,-------,11,6170,16103,24798600,Router,server1,19.819054,19.819054,19.829177,0,328.561898,505985,1540,0.236498,0,19.798808,19.829177,1,50.010552,Normal
3,24.3,253204,21,23,tcp,1540,-------,4,7893,16091,24780100,Switch1,Router,25.05069,25.051126,25.06125,0.000436,328.240918,505490,1540,0.236321,0.0028,25.040567,25.073738,1,50.02192,Normal
12.1,24.32,304701,23,24,cbr,1000,-------,33,500,6250,6250000,Router,server1,29.020965,29.021808,29.031888,0.000843,124.943426,124943,1000,0.059605,0.001648,29,29.031888,25,75.02264,Normal
24.4,4,126444,23,21,ack,55,-------,5,3936,16091,885005,Router,Switch1,13.129651,13.129651,13.139654,0,328.218006,18052,55,0.00844,0,13.119648,13.149658,1.030035,50.055377,Normal
24.7,7,136974,24,23,ack,55,-------,8,4267,16090,884950,server1,Router,14.110278,14.110278,14.120281,0,328.167767,18049.2,55,0.00844,0,14.110278,14.140288,1.030051,50.059851,Normal
11.1,24.31,435069,22,23,cbr,1000,-------,32,1750,6250,6250000,Switch2,Router,39.01008,39.01008,39.02016,0,124.943825,124944,1000,0.059605,0.000061,39,39.030301,25,75.02248,Normal
18.1,24.38,397525,22,23,cbr,1000,-------,39,1390,6250,6250000,Switch2,Router,36.13008,36.13072,36.1408,0.00064,124.941028,124941,1000,0.059605,0.001393,36.12,36.151633,25,75.0236,Normal
24.4,4,558492,21,4,ack,55,-------,5,15573,16091,885005,Switch1,clien-4,48.485363,48.485363,48.495366,0,328.218006,18052,55,0.00844,0,48.465357,48.495366,1.030035,50.055377,Normal
24.5,5,222249,23,21,ack,55,-------,6,6926,16091,885005,Router,Switch1,22.148624,22.148624,22.158627,0,328.204851,18051.3,55,0.00844,0,22.13862,22.16863,1.030042,50.057349,Normal
1,24.1,37830,1,21,tcp,1540,-------,2,1185,16091,24780100,clien-1,Switch1,4.773704,4.773704,4.783827,0,328.297855,505578,1540,0.236321,0,4.773704,4.804074,1,50.013418,Normal
6.1,24.26,294900,21,23,cbr,1000,-------,27,406,6250,6250000,Switch1,Router,28.258146,28.258909,28.268989,0.000763,124.942027,124942,1000,0.059605,0.001672,28.248,28.279912,25,75.0232,Normal
5,24.5,99868,21,23,tcp,1540,-------,6,3112,16091,24780100,Switch1,Router,10.625949,10.625949,10.636072,0,328.204637,505434,1540,0.236321,0,10.615826,10.646195,1,50.027339,Normal
24.2,2,58731,23,21,ack,55,-------,3,1830,16091,885005,Router,Switch1,6.749907,6.749907,6.75991,0,328.26412,18054.5,55,0.00844,0,6.739904,6.769914,1.030022,50.048477,Normal
9,24.9,62166,23,24,tcp,1540,-------,10,1939,16085,24770900,Router,server1,7.085157,7.085157,7.09528,0,328.063862,505218,1540,0.236234,0,7.06491,7.09528,1,50.030088,Normal
14.1,24.34,293241,22,23,cbr,1000,-------,35,390,6250,6250000,Switch2,Router,28.13008,28.1304,28.14048,0.00032,124.942626,124943,1000,0.059605,0.000688,28.12,28.150928,25,75.02296,Normal
9,24.9,55115,21,23,tcp,1540,-------,10,1713,16085,24770900,Switch1,Router,6.409754,6.409754,6.419877,0,328.063862,505218,1540,0.236234,0,6.39963,6.43,1,50.030088,Normal
11.1,24.31,616654,23,24,cbr,1000,-------,32,5012,6250,6250000,Router,server1,65.11624,65.1164,65.12648,0.00016,124.943825,124944,1000,0.059605,0.00024,65.096,65.12648,25,75.02248,Normal
6.1,24.26,363827,23,24,cbr,1000,-------,27,1067,6250,6250000,Router,server1,33.55664,33.557174,33.567254,0.000534,124.942027,124942,1000,0.059605,0.001014,33.536,33.567254,25,75.0232,Normal
9,24.9,318886,9,21,tcp,1540,-------,10,9549,16085,24770900,clien-9,Switch1,30.086829,30.086829,30.096952,0,328.063862,505218,1540,0.236234,0,30.086829,30.117198,1,50.030088,Normal
3,24.3,144951,21,23,tcp,1540,-------,4,4530,16091,24780100,Switch1,Router,14.872128,14.872128,14.882251,0,328.240918,505490,1540,0.236321,0,14.862004,14.892374,1,50.02192,Normal
24.15,15,231027,23,22,ack,55,-------,16,7195,16092,885060,Router,Switch2,22.974664,22.974664,22.984667,0,328.206042,18051.3,55,0.008441,0,22.964661,22.99467,1.030045,50.060221,Normal
24.6,6,84837,23,21,ack,55,-------,7,2633,16091,885005,Router,Switch1,9.210178,9.210178,9.220181,0,328.19309,18050.6,55,0.00844,0,9.200174,9.230184,1.030048,50.059112,Normal
24.5,5,383041,21,5,ack,55,-------,6,11155,16091,885005,Switch1,clien-5,35.028284,35.028284,35.038287,0,328.204851,18051.3,55,0.00844,0,35.008278,35.038287,1.030042,50.057349,Normal
24.7,7,522435,21,7,ack,55,-------,8,14664,16090,884950,Switch1,clien-7,45.72213,45.72213,45.732133,0,328.167767,18049.2,55,0.00844,0,45.702123,45.732133,1.030051,50.059851,Normal
8.1,24.28,496280,21,23,cbr,1000,-------,29,2337,6250,6250000,Switch1,Router,43.70608,43.706686,43.716766,0.000606,124.941228,124941,1000,0.059605,0.00129,43.696,43.72753,25,75.02352,Normal
6.1,24.26,483758,23,24,cbr,1000,-------,27,2217,6250,6250000,Router,server1,42.756611,42.757134,42.767214,0.000523,124.942027,124942,1000,0.059605,0.000974,42.736,42.767214,25,75.0232,Normal
24.13,13,51471,23,22,ack,55,-------,14,1597,16103,885665,Router,Switch2,6.062574,6.062574,6.072578,0,328.460278,18065.3,55,0.008446,0,6.052571,6.082581,1.030032,50.055747,Normal
24.5,5,212001,23,21,ack,55,-------,6,6608,16091,885005,Router,Switch1,21.183313,21.183313,21.193316,0,328.204851,18051.3,55,0.00844,0,21.17331,21.203319,1.030042,50.057349,Normal
10.2,24.52,66299,22,23,cbr,1500,-------,31,2410,8655,12982500,switch2,router,62.912691,62.912691,62.922811,0,962.684973,1444030,1500,0.123811,0.03048,62.902571,62.933051,1,9.99048,UDP-Flood
14.2,24.56,75136,14,22,cbr,1500,-------,35,2880,9108,13662000,client-14,switch2,71.217143,71.217143,71.227263,0,1016.4372,1524660,1500,0.130291,0.03096,71.217143,71.248103,1,9.960711,UDP-Flood
24.9,9,443872,24,23,ack,55,-------,10,12683,16085,884675,server1,Router,39.674159,39.674159,39.684162,0,328.064183,18043.5,55,0.008437,0,39.674159,39.704168,1.030058,50.060098,Normal
13,24.13,292867,22,23,tcp,1540,-------,14,8901,16103,24798600,Switch2,Router,28.101558,28.101558,28.111682,0,328.460131,505828,1540,0.236498,0.000123,28.091435,28.121928,1,50.025737,Normal
16.1,24.36,264900,16,22,cbr,1000,-------,37,118,6250,6250000,clien-16,Switch2,25.944,25.944,25.95408,0,124.941827,124942,1000,0.059605,0.00097,25.944,25.97521,25,75.02328,Normal
24.9,9,315818,23,21,ack,55,-------,10,9456,16085,884675,Router,Switch1,29.860581,29.860581,29.870585,0,328.064183,18043.5,55,0.008437,0,29.850578,29.880588,1.030058,50.060098,Normal
3.1,24.23,435682,3,21,cbr,1000,-------,24,1756,6250,6250000,clien-3,Switch1,39.048,39.048,39.05808,0,124.943226,124943,1000,0.059605,0.000586,39.048,39.078826,25,75.02272,Normal
11,24.11,137111,23,24,tcp,1540,-------,12,4289,16103,24798600,Router,server1,14.145584,14.145584,14.155707,0,328.522879,505925,1540,0.236498,0,14.125338,14.155707,1,50.016373,Normal
8,24.8,440763,23,24,tcp,1540,-------,9,12620,16088,24775500,Router,server1,39.45653,39.458003,39.468126,0.001473,328.11323,505294,1540,0.236278,0.001473,39.436283,39.468126,1,50.031854,Normal
5.1,24.25,504827,23,24,cbr,1000,-------,26,2419,6250,6250000,Router,server1,44.372486,44.37293,44.38301,0.000444,124.942427,124942,1000,0.059605,0.00077,44.352,44.38301,25,75.02304,Normal
25,20,59496,23,21,ack,576,-------,0,155441,7110,4095360,router,switch1,56.651789,56.651789,56.661835,0,95.145988,54804.1,576,0.039056,0.113037,56.588014,56.701051,1.27255,75.999821,Normal
12,24.12,333221,22,23,tcp,1540,-------,13,9913,16103,24798600,Switch2,Router,31.195072,31.195126,31.20525,0.000054,328.491489,505876,1540,0.236498,0.001106,31.184949,31.216426,1,50.021057,Normal
12,24.12,288293,12,22,tcp,1540,-------,13,8785,16103,24798600,clien-12,Switch2,27.74028,27.74028,27.750403,0,328.491489,505876,1540,0.236498,0,27.74028,27.77065,1,50.021057,Normal
15.2,24.57,50773,15,22,cbr,1500,-------,36,1843,8655,12982500,client-15,switch2,48.261714,48.262074,48.272194,0.00036,962.684973,1444030,1500,0.123811,0.033191,48.261714,48.294905,1,9.99048,UDP-Flood
10,24.1,332191,23,24,tcp,1540,-------,11,9892,16103,24798600,Router,server1,31.12663,31.126714,31.136837,0.000084,328.561898,505985,1540,0.236498,0.000084,31.106384,31.136837,1,50.010552,Normal
6,24.6,227524,6,21,tcp,1540,-------,7,7101,16091,24780100,clien-6,Switch1,22.636461,22.636461,22.646584,0,328.192835,505416,1540,0.236321,0,22.636461,22.66683,1,50.029102,Normal
24.1,10,336578,22,10,ack,55,-------,11,9996,16103,885665,Switch2,clien-10,31.462775,31.462775,31.472778,0,328.561918,18070.9,55,0.008446,0,31.442769,31.472778,1.030013,50.040562,Normal
10,24.1,442435,22,23,tcp,1540,-------,11,12672,16103,24798600,Switch2,Router,39.57451,39.57451,39.584634,0,328.561898,505985,1540,0.236498,0.001393,39.564387,39.59615,1,50.010552,Normal
16.2,24.58,32843,23,24,cbr,1500,-------,37,1256,9108,13662000,router,server1,31.595754,31.597674,31.607794,0.00192,1016.430848,1524650,1500,0.130291,0.03408,31.573714,31.607794,1,9.960767,UDP-Flood
4,24.4,267918,21,23,tcp,1540,-------,5,8263,16091,24780100,Switch1,Router,26.186203,26.186925,26.197048,0.000722,328.217832,505455,1540,0.236321,0.0016,26.176002,26.207971,1,50.025368,Normal
24.13,13,245091,22,13,ack,55,-------,14,7636,16103,885665,Switch2,clien-13,24.306973,24.306973,24.316976,0,328.460278,18065.3,55,0.008446,0,24.286966,24.316976,1.030032,50.055747,Normal
24.9,9,464226,24,23,ack,55,-------,10,13192,16085,884675,server1,Router,41.236465,41.236465,41.246468,0,328.064183,18043.5,55,0.008437,0,41.236465,41.266474,1.030058,50.060098,Normal
18.1,24.38,640939,18,22,cbr,1000,-------,39,6217,6250,6250000,clien-18,Switch2,74.736,74.736,74.74608,0,124.941028,124941,1000,0.059605,0.00136,74.736,74.7676,25,75.0236,Normal
26,25.1,35077,26,25,tcp,576,-------,1,1872249,5628,3241120,webserverlistin,webcache,33.671824,33.786288,33.825504,0.114464,658.090443,378989.000956,575.891969,0.03091,0.15368,33.671824,33.825504,1.447776,9.999792,Normal
25,20,58033,25,23,ack,576,-------,0,73433,7110,4095360,webcache,router,55.144259,55.186015,55.225231,0.041756,95.145988,54804.1,576,0.039056,0.130234,55.144259,55.274493,1.27255,75.999821,Normal
2.1,24.22,594470,23,24,cbr,1000,-------,23,3911,6250,6250000,Router,server1,56.30832,56.30848,56.31856,0.00016,124.943625,124944,1000,0.059605,0.00032,56.288,56.31856,25,75.02256,Normal
14,24.14,177560,22,23,tcp,1540,-------,15,5547,16103,24798600,Switch2,Router,17.945918,17.945918,17.956041,0,328.431807,505785,1540,0.236498,0,17.935795,17.966164,1,50.029965,Normal
24.8,8,559463,21,8,ack,55,-------,9,15596,16088,884840,Switch1,clien-8,48.560963,48.560963,48.570966,0,328.113525,18046.2,55,0.008438,0,48.540957,48.570966,1.030054,50.061864,Normal
7.2,24.49,62639,7,21,cbr,692,-------,28,2527,9588,6634900,client-7,switch1,59.502714,59.503074,59.51313,0.00036,1066.08599,737732,692,0.063275,0.031071,59.502714,59.533785,1,9.993646,UDP-Flood
24.1,10,239810,24,23,ack,55,-------,11,7473,16103,885665,server1,Router,23.793728,23.793728,23.803731,0,328.561918,18070.9,55,0.008446,0,23.793728,23.823738,1.030013,50.040562,Normal
24.5,5,490256,21,5,ack,55,-------,6,13862,16091,885005,Switch1,clien-5,43.253325,43.253325,43.263328,0,328.204851,18051.3,55,0.00844,0,43.233318,43.263328,1.030042,50.057349,Normal
1.2,24.43,48817,23,24,cbr,692,-------,22,1871,9108,6302740,router,server1,46.518088,46.521153,46.531208,0.003065,1016.54293,703448,692,0.060108,0.036351,46.494857,46.531208,1,9.959779,UDP-Flood
19.1,24.39,595412,23,24,cbr,1000,-------,40,3957,6250,6250000,Router,server1,56.67688,56.67768,56.68776,0.0008,124.940628,124941,1000,0.059605,0.00152,56.656,56.68776,25,75.02376,Normal
10.2,24.52,15461,10,22,cbr,1192,-------,31,564,8655,10316800,client-10,switch2,15.384,15.38448,15.394575,0.00048,962.684973,1147520,1192,0.098389,0.033406,15.384,15.417406,1,9.99048,UDP-Flood
1.1,24.21,589777,1,21,cbr,1000,-------,22,3678,6250,6250000,clien-1,Switch1,54.424,54.424,54.43408,0,124.944025,124944,1000,0.059605,0.00016,54.424,54.4544,25,75.0224,Normal
9,24.9,234634,9,21,tcp,1540,-------,10,7316,16085,24770900,clien-9,Switch1,23.307038,23.307038,23.317162,0,328.063862,505218,1540,0.236234,0,23.307038,23.337408,1,50.030088,Normal
24.9,9,136828,23,21,ack,55,-------,10,4260,16085,884675,Router,Switch1,14.10989,14.10989,14.119893,0,328.064183,18043.5,55,0.008437,0,14.099886,14.129896,1.030058,50.060098,Normal
4.1,24.24,344856,23,24,cbr,1000,-------,25,885,6250,6250000,Router,server1,32.100451,32.100814,32.110894,0.000363,124.942826,124943,1000,0.059605,0.000654,32.08,32.110894,25,75.02288,Normal
14.1,24.34,365918,22,23,cbr,1000,-------,35,1087,6250,6250000,Switch2,Router,33.706148,33.706911,33.716991,0.000763,124.942626,124943,1000,0.059605,0.001674,33.696,33.727914,25,75.02296,Normal
3,24.3,128675,3,21,tcp,1540,-------,4,4019,16091,24780100,clien-3,Switch1,13.328578,13.328578,13.338701,0,328.240918,505490,1540,0.236321,0,13.328578,13.358947,1,50.02192,Normal
24.1,1,551642,21,1,ack,55,-------,2,15408,16091,885005,Switch1,clien-1,47.961752,47.961752,47.971755,0,328.297902,18056.4,55,0.00844,0,47.941746,47.971755,1.030016,50.043427,Normal
6.2,24.48,36194,23,24,cbr,692,-------,27,1459,9588,6634900,router,server1,34.768895,34.76896,34.779015,0.000065,1066.08599,737732,692,0.063275,0.031015,34.748,34.779015,1,9.993646,UDP-Flood
24.7,7,56870,21,7,ack,55,-------,8,1767,16090,884950,Switch1,clien-7,6.582592,6.582592,6.592595,0,328.167767,18049.2,55,0.00844,0,6.562586,6.592595,1.030051,50.059851,Normal
7,24.7,18522,23,24,tcp,1540,-------,8,576,16090,24778600,Router,server1,2.973581,2.973581,2.983704,0,328.167486,505378,1540,0.236307,0,2.953334,2.983704,1,50.029842,Normal
24.2,2,382054,24,23,ack,55,-------,3,11132,16091,885005,server1,Router,34.933614,34.933614,34.943617,0,328.26412,18054.5,55,0.00844,0,34.933614,34.963623,1.030022,50.048477,Normal
2.1,24.22,585719,21,23,cbr,1000,-------,23,3476,6250,6250000,Switch1,Router,52.81808,52.81824,52.82832,0.00016,124.943625,124944,1000,0.059605,0.00032,52.808,52.83856,25,75.02256,Normal
2.1,24.22,590238,2,21,cbr,1000,-------,23,3701,6250,6250000,clien-2,Switch1,54.608,54.608,54.61808,0,124.943625,124944,1000,0.059605,0.00032,54.608,54.63856,25,75.02256,Normal
8.2,24.5,59079,21,23,cbr,1500,-------,29,2266,9108,13662000,switch1,router,56.160314,56.162594,56.172714,0.00228,1016.516723,1524780,1500,0.130291,0.03588,56.149714,56.185594,1,9.96001,UDP-Flood
12.2,24.54,66475,23,24,cbr,1500,-------,33,2415,8655,12982500,router,server1,63.081843,63.139905,63.150025,0.058062,962.684973,1444030,1500,0.123811,0.119025,63.031,63.150025,1,9.99048,UDP-Flood
24.3,3,110412,23,21,ack,55,-------,4,3436,16091,885005,Router,Switch1,11.617214,11.617214,11.627218,0,328.241051,18053.3,55,0.00844,0,11.607211,11.637221,1.030029,50.051929,Normal
24.14,13,54841,22,13,ping,64,-------,0,-1,210,13440,switch2,client-13,52.102438,52.102438,52.112443,0,23.255775,1488.37,64,0.000128,0.030015,52.082428,52.112443,0.082428,9.112443,Normal
0.1,24.2,579038,0,21,cbr,1000,-------,21,3144,6250,6250000,clien-0,Switch1,50.152,50.152,50.16208,0,124.944425,124944,1000,0.059605,0,50.152,50.18224,25,75.02224,Normal
10.1,24.3,617213,22,23,cbr,1000,-------,31,5040,6250,6250000,Switch2,Router,65.33008,65.33008,65.34016,0,124.944225,124944,1000,0.059605,0.00008,65.32,65.35032,25,75.02232,Normal
24.6,6,391846,23,21,ack,55,-------,7,11377,16091,885005,Router,Switch1,35.694586,35.694586,35.704589,0,328.19309,18050.6,55,0.00844,0,35.684582,35.714592,1.030048,50.059112,Normal
24.12,12,453780,24,23,ack,55,-------,13,12943,16103,885665,server1,Router,40.434776,40.434776,40.444779,0,328.491596,18067,55,0.008446,0,40.434776,40.464786,1.030026,50.051067,Normal
2,24.2,124755,2,21,tcp,1540,-------,3,3892,16091,24780100,clien-2,Switch1,12.961374,12.961374,12.971498,0,328.26404,505526,1540,0.236321,0,12.961374,12.991744,1,50.018467,Normal
24.7,7,486314,21,7,ack,55,-------,8,13754,16090,884950,Switch1,clien-7,42.951189,42.951189,42.961192,0,328.167767,18049.2,55,0.00844,0,42.931182,42.961192,1.030051,50.059851,Normal
24.13,13,267010,24,23,ack,55,-------,14,8231,16103,885665,server1,Router,26.106214,26.106214,26.116218,0,328.460278,18065.3,55,0.008446,0,26.106214,26.136224,1.030032,50.055747,Normal
9,24.9,531318,9,21,tcp,1540,-------,10,14902,16085,24770900,clien-9,Switch1,46.383768,46.383768,46.393891,0,328.063862,505218,1540,0.236234,0,46.383768,46.414138,1,50.030088,Normal
12,24.12,242163,12,22,tcp,1540,-------,13,7557,16103,24798600,clien-12,Switch2,24.012246,24.012246,24.02237,0,328.491489,505876,1540,0.236498,0,24.012246,24.042616,1,50.021057,Normal
17.1,24.37,486577,23,24,cbr,1000,-------,38,2244,6250,6250000,Router,server1,42.97272,42.97336,42.98344,0.00064,124.941427,124941,1000,0.059605,0.0012,42.952,42.98344,25,75.02344,Normal
18.1,24.38,387626,18,22,cbr,1000,-------,39,1295,6250,6250000,clien-18,Switch2,35.36,35.36,35.37008,0,124.941028,124941,1000,0.059605,0.001377,35.36,35.391617,25,75.0236,Normal
2,24.2,279001,21,23,tcp,1540,-------,3,8547,16091,24780100,Switch1,Router,27.035955,27.036262,27.046386,0.000307,328.26404,505526,1540,0.236321,0.001599,27.025832,27.057802,1,50.018467,Normal
24.1,1,265113,21,1,ack,55,-------,2,8186,16091,885005,Switch1,clien-1,25.98092,25.98092,25.990923,0,328.297902,18056.4,55,0.00844,0,25.960914,25.990923,1.030016,50.043427,Normal
15.1,24.35,448008,15,22,cbr,1000,-------,36,1874,6250,6250000,clien-15,Switch2,39.992,39.992,40.00208,0,124.942227,124942,1000,0.059605,0.000826,39.992,40.023066,25,75.02312,Normal
10.1,24.3,340385,10,22,cbr,1000,-------,31,842,6250,6250000,clien-10,Switch2,31.736,31.736,31.74608,0,124.944225,124944,1000,0.059605,0.000098,31.736,31.766338,25,75.02232,Normal
3,24.3,67791,23,24,tcp,1540,-------,4,2113,16091,24780100,Router,server1,7.611198,7.611198,7.621322,0,328.240918,505490,1540,0.236321,0,7.590952,7.621322,1,50.02192,Normal
24.3,3,406416,23,21,ack,55,-------,4,11744,16091,885005,Router,Switch1,36.81111,36.81111,36.821113,0,328.241051,18053.3,55,0.00844,0,36.801106,36.831116,1.030029,50.051929,Normal
8,24.8,193748,23,24,tcp,1540,-------,9,6046,16088,24775500,Router,server1,19.474766,19.474766,19.484889,0,328.11323,505294,1540,0.236278,0,19.45452,19.484889,1,50.031854,Normal
24.8,8,447544,24,23,ack,55,-------,9,12780,16088,884840,server1,Router,39.956468,39.956468,39.966471,0,328.113525,18046.2,55,0.008438,0,39.956468,39.986477,1.030054,50.061864,Normal
24.12,12,296689,24,23,ack,55,-------,13,8988,16103,885665,server1,Router,28.384749,28.384749,28.394752,0,328.491596,18067,55,0.008446,0,28.384749,28.414758,1.030026,50.051067,Normal
11.2,24.53,66101,23,24,cbr,1500,-------,32,2533,9108,13662000,router,server1,62.753531,62.754371,62.764491,0.00084,1016.449678,1524670,1500,0.130291,0.03192,62.732571,62.764491,1,9.960601,UDP-Flood
24.8,8,40664,24,23,ack,55,-------,9,1254,16088,884840,server1,Router,5.038938,5.038938,5.048941,0,328.113525,18046.2,55,0.008438,0,5.038938,5.068947,1.030054,50.061864,Normal
24.5,5,251758,21,5,ack,55,-------,6,7845,16091,885005,Switch1,clien-5,24.935904,24.935904,24.945907,0,328.204851,18051.3,55,0.00844,0,24.915898,24.945907,1.030042,50.057349,Normal
2,24.2,78659,23,24,tcp,1540,-------,3,2461,16091,24780100,Router,server1,8.636659,8.636659,8.646782,0,328.26404,505526,1540,0.236321,0,8.616413,8.646782,1,50.018467,Normal
24,0,145835,21,0,ack,55,-------,1,4549,16091,885005,Switch1,clien-0,14.96758,14.96758,14.977583,0,328.316229,18057.4,55,0.00844,0,14.947574,14.977583,1.03001,50.040685,Normal
1,24.1,521862,1,21,tcp,1540,-------,2,14667,16091,24780100,clien-1,Switch1,45.656483,45.656483,45.666607,0,328.297855,505578,1540,0.236321,0.001599,45.656483,45.688453,1,50.013418,Normal
24.12,12,264608,23,22,ack,55,-------,13,8177,16103,885665,Router,Switch2,25.932002,25.932002,25.942005,0,328.491596,18067,55,0.008446,0,25.921998,25.952008,1.030026,50.051067,Normal
11,24.11,515534,11,22,tcp,1540,-------,12,14513,16103,24798600,clien-11,Switch2,45.171912,45.171912,45.182035,0,328.522879,505925,1540,0.236498,0,45.171912,45.202282,1,50.016373,Normal
5,24.5,409648,5,21,tcp,1540,-------,6,11837,16091,24780100,clien-5,Switch1,37.0487,37.0487,37.058823,0,328.204637,505434,1540,0.236321,0.001722,37.0487,37.080793,1,50.027339,Normal
4,24.4,58850,23,24,tcp,1540,-------,5,1834,16091,24780100,Router,server1,6.769093,6.769093,6.779216,0,328.217832,505455,1540,0.236321,0,6.748846,6.779216,1,50.025368,Normal
10.1,24.3,393039,10,22,cbr,1000,-------,31,1347,6250,6250000,clien-10,Switch2,35.776,35.776,35.78608,0,124.944225,124944,1000,0.059605,0.000326,35.776,35.806566,25,75.02232,Normal
6.1,24.26,493044,21,23,cbr,1000,-------,27,2306,6250,6250000,Switch1,Router,43.458163,43.458926,43.469006,0.000763,124.942027,124942,1000,0.059605,0.001813,43.448,43.480053,25,75.0232,Normal
24.2,2,514684,24,23,ack,55,-------,3,14475,16091,885005,server1,Router,45.106738,45.106738,45.116741,0,328.26412,18054.5,55,0.00844,0,45.106738,45.136747,1.030022,50.048477,Normal
24.11,11,209902,22,11,ack,55,-------,12,6543,16103,885665,Switch2,clien-11,20.996635,20.996635,21.006638,0,328.522947,18068.8,55,0.008446,0,20.976628,21.006638,1.030019,50.046382,Normal
14,24.14,188478,14,22,tcp,1540,-------,15,5889,16103,24798600,clien-14,Switch2,18.962734,18.962734,18.972857,0,328.431807,505785,1540,0.236498,0,18.962734,18.993103,1,50.029965,Normal
19.1,24.39,560658,22,23,cbr,1000,-------,40,2954,6250,6250000,Switch2,Router,48.64208,48.6428,48.65288,0.00072,124.940628,124941,1000,0.059605,0.001534,48.632,48.663774,25,75.02376,Normal
3,24.3,573150,23,24,tcp,1540,-------,4,15962,16091,24780100,Router,server1,49.611554,49.611554,49.621677,0,328.240918,505490,1540,0.236321,0,49.591307,49.621677,1,50.02192,Normal
12,24.12,151237,23,24,tcp,1540,-------,13,4727,16103,24798600,Router,server1,15.475898,15.475898,15.486021,0,328.491489,505876,1540,0.236498,0,15.455651,15.486021,1,50.021057,Normal
8.2,24.5,47727,8,21,cbr,1500,-------,29,1824,9108,13662000,client-8,switch1,45.470857,45.470857,45.480977,0,1016.516723,1524780,1500,0.130291,0.03108,45.470857,45.501937,1,9.96001,UDP-Flood
